ds,yhat,yhat_lower,yhat_upper,y
2014-04-05,106.0185655183267,17.731470344854205,185.13405690145177,180.0
2014-04-06,61.29828823692519,-18.43479574276328,144.81995012086546,121.0
2014-04-07,34.25062332665056,-45.92039850613038,123.98928026710954,72.0
2014-04-08,33.4309087031461,-49.73460311275334,114.09548862789562,91.0
2014-04-09,59.705713665864096,-26.165370658984106,140.73332038963596,53.0
2014-04-10,46.79591749425543,-36.08281118058245,131.86840838260954,47.0
2014-04-11,61.72312727696509,-23.795573693693548,144.93695179297438,42.0
2014-04-12,116.69016531050332,31.969497756641992,202.02446376863298,124.0
2014-04-13,75.06497780159575,-11.895754788637358,161.9028434758242,97.0
2014-04-14,50.800654247107644,-27.47490992931277,138.43382810334705,119.0
2014-04-15,52.386591723119366,-27.14990391532154,135.48762249496664,34.0
2014-04-16,80.63156618397883,-3.681214002470223,164.88727277114026,18.0
2014-04-17,69.20809813610899,-10.401611857119933,151.57483408304037,24.0
2014-04-18,85.09996079132979,-6.079318779605171,172.058408694091,57.0
2014-04-19,140.48353693097317,54.32391475920353,225.21514778517786,61.0
2014-04-20,98.71235649222665,13.889379633502635,182.29187769639915,30.0
2014-04-21,73.73748946571098,-5.110276770997473,154.4517036961153,96.0
2014-04-22,74.05881884514527,-10.42864710511144,158.69986108593667,0.0
2014-04-23,100.50795179984652,9.407348919466276,182.87204559988868,37.0
2014-04-24,86.79215820256407,3.172805107106301,165.86287018137045,30.0
2014-04-25,99.94119211632744,16.043534816698298,193.7890228374515,38.0
2014-04-26,152.1877155949948,64.86216126509514,228.49167528143215,88.0
2014-04-27,106.95067534564964,18.486640919636624,184.94392506495606,64.0
2014-04-28,78.25433044185525,0.5471885344848163,158.46293890992106,13.0
2014-04-29,74.67798404642947,-7.44520986943002,157.96052720596103,20.0
2014-04-30,97.13720957560507,14.331210563870448,180.013762448305,31.0
2014-05-01,79.42599609489257,-8.844340127986662,161.78784315376026,129.0
2014-05-02,88.66170684705376,8.069821911785496,174.14810495011162,94.0
2014-05-03,137.16361040210808,52.73095650215044,223.71116628791012,129.0
2014-05-04,88.43437607951428,5.781645392077699,169.0025327484658,126.0
2014-05-05,56.57727300195553,-24.3766055751505,141.36096329505799,70.0
2014-05-06,50.244166073447715,-37.910994588281625,130.00424764045468,48.0
2014-05-07,70.41513842755349,-17.19544028480167,157.92693150010848,123.0
2014-05-08,50.939198448148574,-33.60350871237249,136.86195531814377,87.0
2014-05-09,58.97800307102185,-26.200416834294078,142.7426761695207,65.0
2014-05-10,106.88337985065567,23.3056844019455,184.44751944672151,102.0
2014-05-11,58.1780654918711,-25.580613123754944,143.1935605555042,78.0
2014-05-12,26.972417619666828,-63.47010540027838,113.52271769493669,49.0
2014-05-13,21.91220509512459,-65.28044690999269,97.90862480316122,0.0
2014-05-14,43.95831167925345,-37.93145855551879,119.82314699414253,68.0
2014-05-15,26.927813147388896,-58.23028831382069,103.48703625158593,102.0
2014-05-16,37.93834715866347,-55.836890508174996,120.20285967221702,88.0
2014-05-17,89.28655020006629,6.5100572426662335,172.43137532438882,170.0
2014-05-18,44.42995710774666,-40.774341355409476,129.66052491031454,152.0
2014-05-19,17.40509522489809,-69.72261334440874,107.35482802772624,90.0
2014-05-20,16.7768481204905,-61.85821281054466,104.9597351223259,101.0
2014-05-21,43.41988880356362,-42.61437218880741,127.70881043026591,71.0
2014-05-22,31.06160396555719,-63.327093635712444,116.09708841756137,48.0
2014-05-23,46.728387154778574,-33.15306998384018,127.71927245686085,40.0
2014-05-24,102.62603192074293,21.03646374415634,186.67688117244566,93.0
2014-05-25,62.12357625809037,-21.358860468905426,149.29081217632168,45.0
2014-05-26,39.17328638113835,-45.50338720503393,121.13249465923538,58.0
2014-05-27,42.261811902258245,-45.6556926488599,128.73438175922837,53.0
2014-05-28,72.19327167664859,-7.891403476615424,153.95799943731305,42.0
2014-05-29,62.63365433517621,-22.047282583281902,145.5380031421218,52.0
2014-05-30,80.55837794624911,-2.7055626156226267,167.91281716114878,29.0
2014-05-31,138.1337112411342,50.51220553029604,220.62964302634086,91.0
2014-06-01,98.70138468097953,10.937074903002314,179.58167052134806,75.0
2014-06-02,76.19906247296424,-4.039955195112859,155.6771387587978,75.0
2014-06-03,79.11169721240653,-3.567705781487573,164.78679681554237,179.0
2014-06-04,108.25452283404125,28.045548197615304,191.00185609693213,252.0
2014-06-05,97.31707321460706,15.938716984246776,183.96754701823596,202.0
2014-06-06,113.31044298770189,32.74973739881497,195.30094312247724,161.0
2014-06-07,168.44669996819624,85.15110790516468,254.52800996664737,331.0
2014-06-08,126.12342004549348,38.08230921847871,212.233823948123,271.0
2014-06-09,100.34242467752327,8.692789748020882,186.042932785921,146.0
2014-06-10,99.65958606599307,15.504976838448197,184.61695110027446,2.0
2014-06-11,124.96613148791612,43.42442659191173,211.94059752896283,2.0
2014-06-12,110.03087510518934,24.129099844487897,195.87679480788756,0.0
2014-06-13,121.94527506656797,35.384854284119804,208.45372239061348,0.0
2014-06-14,173.0020794783108,89.98297760505965,259.9263022763234,0.0
2014-06-15,126.67695694991328,41.170868257656785,212.4904229806608,13.0
2014-06-16,97.04585488581378,14.33167029032256,179.61135921552795,30.0
2014-06-17,92.73318213871713,10.670137192884038,174.61592738231576,34.0
2014-06-18,114.69164768244536,28.11878476482869,197.73861929536818,8.0
2014-06-19,96.7432177908954,22.166642727554592,186.32873758700637,67.0
2014-06-20,106.02311879572322,20.577968631640875,191.17760923091424,41.0
2014-06-21,154.8576726332736,71.42731594443788,237.7289658537969,89.0
2014-06-22,106.74537832001934,26.039092742957102,190.90803528181547,49.0
2014-06-23,75.7739933326035,-8.816270013099832,161.31616143101743,62.0
2014-06-24,70.56871543436597,-15.201240528532068,151.13087695277653,81.0
2014-06-25,92.07229357520455,8.714603160004076,176.29393385173873,42.0
2014-06-26,74.08652046140557,-11.579636285183875,156.08201839055604,63.0
2014-06-27,83.71701738834204,-1.9736490558481197,162.6456530817969,107.0
2014-06-28,133.25207593410371,46.765701136115865,216.94873252365062,83.0
2014-06-29,86.14494148625155,1.7868288013517,171.34504347050412,102.0
2014-06-30,56.4322596213339,-30.541225753005268,138.77510553236365,62.0
2014-07-01,52.683748982575835,-29.933107097497544,134.3000965118681,29.0
2014-07-02,75.78388942225683,-5.789330226487657,162.67383268620537,63.0
2014-07-03,59.47503621500734,-26.67594448656894,137.44924682936914,97.0
2014-07-04,70.80382831687393,-6.999723409806805,152.52455284265451,136.0
2014-07-05,122.00161291735859,40.900692393642494,204.575644618414,335.0
2014-07-06,76.50795573003681,-4.830247820690516,164.11152012401277,299.0
2014-07-07,48.27129233558871,-34.08937900914234,140.84154159087674,5.0
2014-07-08,45.81900349447956,-36.518471808874146,131.91007012689286,2.0
2014-07-09,70.00041810475548,-23.392950662635524,151.1772578244555,9.0
2014-07-10,54.53075618671289,-32.13344795645393,142.88031405043264,9.0
2014-07-11,66.4381346237066,-15.223688346652859,153.25181522523755,0.0
2014-07-12,117.94434438131447,35.61326302221451,195.37868663091558,0.0
2014-07-13,72.44873631323377,-5.11483273892917,161.26904332394946,0.0
2014-07-14,43.94789790707382,-41.846525179246626,126.11585587092607,0.0
2014-07-15,40.98615615423714,-44.27269908957341,124.47969407675278,0.0
2014-07-16,64.43767771935956,-25.661167891652173,143.4943649667078,0.0
2014-07-17,48.049570935321555,-32.7896982260121,132.43995502184058,0.0
2014-07-18,58.88786271131086,-29.641204683388285,135.97800363806348,0.0
2014-07-19,109.21708893196222,21.525775107377434,195.57425227418796,0.0
2014-07-20,62.48286939487461,-23.873045549072142,147.8830855022233,0.0
2014-07-21,32.73018675693469,-58.69503594756292,111.96390086830807,0.0
2014-07-22,28.552443922224832,-61.16197683908104,112.0312075417908,2.0
2014-07-23,50.87211138022788,-33.253099560817596,133.11464276567975,0.0
2014-07-24,33.48240931993502,-50.26102379660773,114.21305709574484,0.0
2014-07-25,43.49193678967515,-37.85827864690141,124.56151830091244,15.0
2014-07-26,93.20302346989227,11.697413550627074,174.43521023587942,9.0
2014-07-27,46.09320891312412,-38.27056642018247,132.12089574448248,13.0
2014-07-28,16.232598415791323,-68.52905137263734,92.76827584124642,15.0
2014-07-29,12.232194751342561,-67.66855123714762,96.23411113441796,26.0
2014-07-30,35.02403649719866,-49.75058688336712,113.484769588805,16.0
2014-07-31,18.40260092439383,-63.68141294239656,105.67682569361433,51.0
2014-08-01,29.469390435810396,-51.777648924295406,115.43088707314848,47.0
2014-08-02,80.51147824603574,3.1093730392804977,163.50968608862362,56.0
2014-08-03,34.98341170224987,-46.9680170742586,116.30015065775724,45.0
2014-08-04,6.998618924045765,-76.42336002427024,83.11280199879748,40.0
2014-08-05,5.058352370990967,-77.123546571812,83.60592327336572,17.0
2014-08-06,30.05306928258917,-54.73383369432303,114.58926352509812,103.0
2014-08-07,15.731584297510118,-71.07650953135442,97.1871854907913,72.0
2014-08-08,29.14692691950563,-53.973781564010714,105.79910184514647,56.0
2014-08-09,82.53623403580963,-4.282679116023224,167.65366970869619,0.0
2014-08-10,39.304037722058915,-38.96001507783285,128.84161588596206,1.0
2014-08-11,13.441645534075072,-73.86003623789428,97.25504696728758,0.0
2014-08-12,13.477654667294757,-70.29866960806856,93.90105049933854,0.0
2014-08-13,40.26036861320257,-39.62548800198835,124.7446601840889,0.0
2014-08-14,27.50150966533233,-55.393767670912055,112.4517226424767,0.0
2014-08-15,42.22308094439574,-34.30775018706387,128.38002511706298,0.0
2014-08-16,96.63808944394614,10.728940568948694,188.44807404970373,0.0
2014-08-17,54.13446723357548,-23.19282674709948,138.27411289159164,0.0
2014-08-18,28.694870518896387,-51.02680159586122,115.31094129167914,0.0
2014-08-19,28.847386536826882,-50.39988656847029,102.79673950757062,0.0
2014-08-20,55.44791192295649,-26.770040863357714,143.8057597805927,68.0
2014-08-21,42.223597465813064,-41.39596839147992,122.64777443729518,169.0
2014-08-22,56.219220988087656,-22.2695894854255,142.24675276075246,213.0
2014-08-23,109.67721421679546,28.596619005088908,195.73284412379522,338.0
2014-08-24,66.02070101485134,-17.201716183692906,142.48551324999602,129.0
2014-08-26,38.003417269148365,-50.65371343932987,118.73542326174962,13.0
2014-08-27,63.115829981117756,-29.935759308392957,152.57028971404657,85.0
2014-08-28,48.383320352450895,-34.607283988712105,128.89127248788407,0.0
2014-08-29,60.89693228450269,-26.65624830624299,147.2570435735909,0.0
2014-08-30,112.9436123511168,27.409738290744713,200.50671258674467,0.0
2014-08-31,67.9879655828814,-15.768606353194869,145.89990452375127,0.0
2014-09-01,40.08982062782422,-39.747745282313055,125.92663059158464,0.0
2014-09-02,37.85269891493449,-47.10219377663331,119.42328071499921,0.0
2014-09-03,62.20401624729196,-22.6982694407314,146.36736277589748,0.0
2014-09-04,46.94880614255849,-39.04507434644816,135.63020362168325,0.0
2014-09-05,59.17722972671308,-24.009391699685693,143.5165073758431,0.0
2014-09-06,111.1799654795436,26.37020894879456,192.57950354905734,0.0
2014-09-07,66.41757075064689,-11.035003055014569,140.32799035663191,0.0
2014-09-08,38.938216271289605,-48.71884951268219,125.22004622636258,64.0
2014-09-09,37.326552606275555,-42.82953743009257,117.98417134033016,154.0
2014-09-10,62.4845259944636,-21.78888094521114,142.75118887614474,143.0
2014-09-11,48.17358427211549,-32.447287548650095,132.9390879781863,96.0
2014-09-12,61.460171032657094,-20.76285076185059,142.16210807362057,140.0
2014-09-13,114.59525984151063,30.618047845986126,190.9069542353577,67.0
2014-09-14,70.99730060362072,-17.601032413638638,155.08269498596042,3.0
2014-09-15,44.67128636206537,-39.9554429657972,130.93350482739928,71.0
2014-09-16,44.15899182801891,-43.57133172303459,125.99574539388159,58.0
2014-09-17,70.3211607184357,-12.758797499452013,149.4928366238379,62.0
2014-09-18,56.88104192807139,-23.477204140422348,133.92238748239907,62.0
2014-09-19,70.87113289972272,-8.817036131640556,162.68277800180397,62.0
2014-09-20,124.51384422744346,37.778239250174096,207.37792580769175,168.0
2014-09-21,81.2054229186857,-8.434661813486295,165.39428095198414,99.0
2014-09-22,54.935812031343524,-33.66915575614383,137.98937172807933,39.0
2014-09-23,54.239472456514676,-34.674956895485984,133.29574609251338,64.0
2014-09-24,79.97792417673354,-5.736443301470097,165.7869349477598,117.0
2014-09-25,65.88339369800916,-19.419630324764,147.31778128994966,104.0
2014-09-26,79.00541952717838,-8.299559338604164,161.65921473189346,108.0
2014-09-27,131.59113034505737,44.18594823843571,217.58900307086628,234.0
2014-09-28,87.06854105954594,-0.5455542293973472,161.47913614885988,97.0
2014-09-29,59.46555922793529,-23.983504838297705,140.4767529328868,85.0
2014-09-30,57.35974905182751,-32.11132135468947,134.11235434668873,88.0
2014-10-01,81.65963784698161,-3.7362809502045273,172.14258389348618,190.0
2014-10-02,66.14698468316263,-12.11243177507673,157.39613548804343,163.0
2014-10-03,77.92190063068944,-8.0882005719433,165.07135411296585,90.0
2014-10-04,129.29112105784688,52.13181600740799,214.05228111443697,105.0
2014-10-05,83.72109542560068,1.6986806842318658,169.27520781562376,47.0
2014-10-06,55.2840785895761,-29.50287105419294,137.44073338072067,66.0
2014-10-07,52.59686905699828,-35.32740639454787,130.07548128520224,84.0
2014-10-08,76.60074613146114,-9.171312927955967,163.7126401924632,80.0
2014-10-09,61.10252223993512,-16.473322800591216,143.6018885841247,97.0
2014-10-10,73.2186375470624,-15.166680203213156,158.50989988657807,64.0
2014-10-11,125.25308561296018,40.086619237344244,208.01902098624396,128.0
2014-10-12,80.67858619411561,4.29845295466929,162.6360774300391,85.0
2014-10-13,53.55376338237382,-29.0144320400451,139.15982826052428,50.0
2014-10-14,52.47143490099472,-33.76940887026121,134.60974224618107,91.0
2014-10-15,78.33884726307367,-4.146005878106975,165.25750756652184,93.0
2014-10-16,64.91931598807717,-15.123065473581498,151.25825641879317,50.0
2014-10-17,79.27718828045116,-12.25690383931844,162.71692256584376,85.0
2014-10-18,133.6568994548186,54.83692584770845,212.89210054854354,129.0
2014-10-19,91.4655143191791,8.564874902207029,171.40161967250836,119.0
2014-10-20,66.69147998896538,-16.8551536915468,147.34223303429272,45.0
2014-10-21,67.85465814025513,-19.559874570295264,153.28493136478377,78.0
2014-10-22,95.78842844141673,13.758511319938307,178.2154912324208,90.0
2014-10-23,84.18327531849181,3.9802482290609236,164.73905977165776,78.0
2014-10-24,100.03372552750525,14.748600951970595,182.44116054822248,62.0
2014-10-25,155.5193562906008,70.30277571085128,242.3248801353274,97.0
2014-10-26,113.98921341730124,33.074166617381756,197.74704948899904,111.0
2014-10-27,89.38231519094586,2.2258467495449707,174.11451245473427,55.0
2014-10-28,90.17926178000089,7.357694065681672,170.88040705470476,60.0
2014-10-29,117.18569740040148,32.411915270428835,200.3790610305309,61.0
2014-10-30,104.07699781417294,15.293802675949275,184.25071221088956,81.0
2014-10-31,117.84601710350154,40.49441872568868,204.5674858718921,131.0
2014-11-01,170.68458691763897,86.07690219653026,259.98040052285927,160.0
2014-11-02,125.96808880885658,33.50439953214859,207.4371566170902,131.0
2014-11-03,97.70296701997333,17.101720812649983,182.79832120140986,43.0
2014-11-04,94.39618934009357,8.771928945588003,181.05434936685955,34.0
2014-11-05,116.91943100415173,36.132353206735175,200.6281420215692,33.0
2014-11-06,99.02534931378685,21.836324265797657,186.0704927689495,37.0
2014-11-07,107.79381751963291,31.84524959247751,194.96390432439821,82.0
2014-11-08,155.51164126278678,76.67056847758928,245.36516658667966,542.0
2014-11-09,105.6551175527673,24.87656481694057,192.7660762684008,239.0
2014-11-10,72.30814720339141,-16.811162711666256,157.85786626291457,51.0
2014-11-11,64.11096950997333,-17.007469105888347,151.88090519262025,51.0
2014-11-12,82.0403282020824,-3.481776905103404,167.84785778860893,41.0
2014-11-13,59.950514443655,-20.275896728657546,141.5396111105789,1.0
2014-11-14,65.0172036622496,-16.627988823413492,146.9299221302918,0.0
2014-11-15,109.61486993058145,28.458419504178334,198.82748256155844,1.0
2014-11-16,57.29719453825678,-27.94819763591093,144.89626134553788,0.0
2014-11-17,22.213233227828553,-61.13595859691308,102.80218976103636,0.0
2014-11-18,13.054459965956575,-76.66416207943159,98.5945172035507,7.0
2014-11-19,30.833539673650378,-53.599873707432934,113.31838985894927,1.0
2014-11-20,9.42431226345547,-78.55560519298233,92.16807512170912,4.0
2014-11-21,16.00493358621825,-67.25487496185607,99.73188525196369,1.0
2014-11-22,62.93497732807024,-26.536078025389276,146.7651866276944,1.0
2014-11-23,13.735925752359115,-70.41161957261345,97.15472397150177,2.0
2014-11-24,-17.492184359668535,-96.12765824239672,67.08479298620018,0.0
2014-11-25,-22.12285029444385,-111.35506072099045,60.16183697637165,0.0
2014-11-26,0.7769089772848972,-82.43632118009639,82.52177829015189,0.0
2014-11-27,-15.011877400970675,-100.84454053441252,72.24006585887176,0.0
2014-11-28,-2.415093627097839,-81.34795258346497,79.957444618524,0.0
2014-11-29,50.813732229029064,-37.15306437333773,139.23452448625622,0.0
2014-11-30,8.076308061204543,-74.73715352837417,84.39526607879334,0.0
2014-12-01,-16.651219634603486,-97.2102407915487,66.40737919552213,0.0
2014-12-02,-14.867688126209103,-100.0142731240854,71.21947607036873,0.0
2014-12-03,14.281235869800817,-68.7902527696273,96.75824322126466,0.0
2014-12-04,4.411046006569769,-73.69601741182497,86.1674225041262,0.0
2014-12-05,22.482341662287297,-64.95373835886045,110.61945985254316,0.0
2014-12-06,80.63715973550227,0.4614416459382561,171.54929537057714,0.0
2014-12-07,42.1841502940033,-42.275456915560014,124.76134009305677,0.0
2014-12-08,21.01982842472045,-59.20219430617088,113.38161698363557,0.0
2014-12-09,25.58090713486323,-56.928621248473625,112.6620786327359,0.0
2014-12-10,56.62844535955453,-30.680033974943065,141.49089596559415,0.0
2014-12-11,47.793172482364106,-35.74951360880777,127.91488657430293,0.0
2014-12-12,66.02381429414088,-11.971355926115413,151.76043760927604,0.0
2014-12-13,123.46910684345609,42.12833129832749,211.58036270861905,0.0
2014-12-14,83.46281434760783,-8.459420947297312,163.89990824910257,0.0
2014-12-15,59.94441426850441,-14.339831414788122,148.44585743179374,0.0
2014-12-16,61.41046748548346,-22.603058980533554,147.07304113697364,49.0
2014-12-17,88.6974297832552,7.521084706351128,173.26174643760316,157.0
2014-12-18,75.52529674700216,-6.034258151638494,164.71996608621714,193.0
2014-12-19,88.94394546607346,1.7353684135018304,170.22706659250585,94.0
2014-12-20,141.21290482682718,52.17446382232071,223.96038959954473,135.0
2014-12-21,95.78392166946384,12.549576653968517,182.05616251776135,118.0
2014-12-22,66.71904158485587,-13.345174680919582,148.75064086129632,18.0
2014-12-23,62.63928120362351,-14.200309537717219,150.39772673027878,0.0
2014-12-24,84.50470899186982,5.824093824622984,165.97923106362478,14.0
2014-12-25,66.15538790766294,-19.25584839454216,151.45172601666624,0.0
2014-12-26,74.75510362054146,-7.7443712656031805,157.78715185562118,20.0
2014-12-27,122.6686680538719,40.868138880044995,206.34711959510366,42.0
2014-12-28,73.4422198495642,-13.322413483919421,151.7826489191258,45.0
2014-12-29,41.21928999486795,-42.466234507466744,118.63279437110123,55.0
2014-12-30,34.6877529649438,-47.94817899211227,123.36995676474021,59.0
2014-12-31,54.85851699092955,-26.857433824055537,136.45385372840457,11.0
2015-01-01,35.605435715220565,-44.779379012785355,119.68715588044505,0.0
2015-01-02,44.133654332902225,-38.657295914128525,127.21525829601836,77.0
2015-01-03,92.78084810865636,11.523215934782602,182.62719382774355,60.0
2015-01-04,45.07346560834583,-37.63567265750755,125.46972224934474,1.0
2015-01-05,15.118051469769924,-69.75605722170333,98.70218880668568,69.0
2015-01-06,11.549098488332504,-76.18184799274097,93.06876962515045,98.0
2015-01-07,35.308991237844154,-44.92476738362147,123.90839217907211,119.0
2015-01-08,20.189493226003997,-59.765128426869495,104.66808062551124,93.0
2015-01-09,33.276684795934486,-49.03876868333787,126.1946076281499,92.0
2015-01-10,86.83011039382959,4.888339895425484,167.04914583290582,112.0
2015-01-11,44.26551187892182,-41.24292271338548,129.5439651182576,96.0
2015-01-12,19.573858528589895,-69.44372047913492,102.6101584340105,93.0
2015-01-13,21.271725275385535,-56.76669011138105,108.97512327373012,65.0
2015-01-14,50.18379438883292,-40.65708482678582,132.10565046269846,100.0
2015-01-15,39.98687672800884,-43.41032709044531,125.94642003247803,51.0
2015-01-16,57.657305041882054,-23.633115271856415,138.96712639796408,55.0
2015-01-17,115.35240554235583,28.33619662497215,205.56690663218237,71.0
2015-01-18,76.39537548382864,-9.49502701445472,156.35708957460542,57.0
2015-01-19,54.696232957579525,-30.49004454102561,139.89776253225162,34.0
2015-01-20,58.703851397476924,-28.537497440761104,138.70228703307794,47.0
2015-01-21,89.18982115102109,4.084934511496998,170.7807569734156,88.0
2015-01-22,79.79350820530361,-4.028948217513375,164.2925629085483,51.0
2015-01-23,97.47014378782634,15.079563797736496,178.90480856000949,49.0
2015-01-24,154.3726398979876,70.36467160237345,241.90556601878598,110.0
2015-01-25,113.83645504434236,28.6305818075584,195.68778430027746,30.0
2015-01-26,89.80018061337688,1.0720026285677868,169.9274349204955,59.0
2015-01-27,90.75687203820665,9.408673621575893,175.5993838781771,97.0
2015-01-28,117.53688589088522,27.279930438856503,196.31021239488922,155.0
2015-01-29,103.85161833225618,21.244545225330377,189.52271511734864,125.0
2015-01-30,116.74000991041845,34.20792763461679,203.01110144372615,100.0
2015-01-31,168.448548198766,92.42058130901326,254.23076137003605,211.0
